,
Is interpretation provided for parliamentary proceedings?,¿Está disponible la interpretación para los procedimientos parlamentarios?
http://www.sabor.hr/noviakti,http://www.sabor.hr/noviakti
http://www.parlament.rs/DRAGAN_ALEKSIC.829.488.html,http://www.parlament.rs/DRAGAN_ALEKSIC.829.488.html
http://www.parliament.gh/publications/44,http://www.parliament.gh/publications/44
Our roll call voting lists are not easy to interpret.  NB they are now also available in our Open Data platform http://www.data.parliament.uk/about,Nuestras votaciónes nominales no son fáciles para interpretar.  Ahora están disponibles en nuestra plataforma de los datos abiertos http://www.data.parliament.uk/about
http://www.senado.cl/prontus_senado/site/edic/base/port/ley_lobby.html,http://www.senado.cl/prontus_senado/site/edic/base/port/ley_lobby.html
Is the parliament's budget available to the public?,¿Está disponible el presupuesto parlamentario para el público?
http://www.oireachtas.ie/parliament/,http://www.oireachtas.ie/parliament/
http://www.hellenicparliament.gr/Vouli-ton-Ellinon/Kanonismos-tis-Voulis/,http://www.hellenicparliament.gr/Vouli-ton-Ellinon/Kanonismos-tis-Voulis/
https://www.parlament.ba,https://www.parlament.ba
http://www.congreso.gob.gt/liquidacion-de-fondos.php,http://www.congreso.gob.gt/liquidacion-de-fondos.php
This is provided by Government: http://www.legislation.gov.uk/,Está previsto por el gobierno http://www.legislation.gov.uk/
www.skupstina.me,www.skupstina.me
Are verbatim committee transcripts available?,¿Están disponibles las transcripciónes literales?
http://skupstina.me/~skupcg/skupstina/cms/site_data/DOC25/ZAKONI%20I%20IZVJESTAJI/524/524_2.PDF,http://skupstina.me/~skupcg/skupstina/cms/site_data/DOC25/ZAKONI%20I%20IZVJESTAJI/524/524_2.PDF
http://old.congreso.gob.gt/Legislacion/decretos.asp,http://old.congreso.gob.gt/Legislacion/decretos.asp
Are voting records searchable?,¿Se pueden buscar los resultados de las votaciónes?
https://www.parlament.ba/,https://www.parlament.ba/
http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=169&m=m,http://www.oireachtas.ie/ViewDoc.asp?DocId=-1&CatID=169&m=m
"http://www.eduskunta.fi/triphome/bin/akx3000.sh?kanta=utaptk&uusimmat=k&lajittelu=PAIVAMAARA+desc,tstamp+desc&VAPAAHAKU2=vpvuosi%3E2006&paluuhaku=/triphome/bin/akxhaku.sh%3Flyh=PTKSUP%3Flomake=akirjat/akx3100&haku=PTKSUP","http://www.eduskunta.fi/triphome/bin/akx3000.sh?kanta=utaptk&uusimmat=k&lajittelu=PAIVAMAARA+desc,tstamp+desc&VAPAAHAKU2=vpvuosi%3E2006&paluuhaku=/triphome/bin/akxhaku.sh%3Flyh=PTKSUP%3Flomake=akirjat/akx3100&haku=PTKSUP"
none,ninguno
http://main.knesset.gov.il/Activity/committees/Pages/default.aspx,http://main.knesset.gov.il/Activity/committees/Pages/default.aspx
http://skupstina.me/index.php/en/,http://skupstina.me/index.php/en/
http://www.parliament.uk/,http://www.parliament.uk/
Information Center holds a copy and can post it by request.,Centro de la información tiene una cópia y la puede publicar por solicitud.
Yes,Sí
Technologies:,Tecnologías:
http://knesset.gov.il/main/eng/home.asp,http://knesset.gov.il/main/eng/home.asp
